name,developer,publisher,popular_tags,game_details,genre,ID,genre_publisher_developer,genre_popular_tags_developer,genre_popular_tags_game_details,genre_publisher_developer_game_details
Freaking Meatbags,WildFactor,"PlugInDigital,PlugInDigital","Strategy,Indie,Action,TowerDefense,PixelGraphics,RTS","Single-player,PartialControllerSupport","Action,Indie,Strategy",freakingmeatbags,"Action,Indie,StrategyPlugInDigital,PlugInDigitalWildFactor","Action,Indie,StrategyStrategy,Indie,Action,TowerDefense,PixelGraphics,RTSWildFactor","Action,Indie,StrategyStrategy,Indie,Action,TowerDefense,PixelGraphics,RTSSingle-player,PartialControllerSupport","Action,Indie,StrategyPlugInDigital,PlugInDigitalWildFactorSingle-player,PartialControllerSupport"
ETHER VAPOR Remaster,Edelweiss,"NyuMedia,NyuMedia","Shoot'EmUp,Action,Anime,Shooter,Indie,BulletHell,Arcade,Sci-fi,Mechs","Single-player,SteamTradingCards",Action,ethervaporremaster,"ActionNyuMedia,NyuMediaEdelweiss","ActionShoot'EmUp,Action,Anime,Shooter,Indie,BulletHell,Arcade,Sci-fi,MechsEdelweiss","ActionShoot'EmUp,Action,Anime,Shooter,Indie,BulletHell,Arcade,Sci-fi,MechsSingle-player,SteamTradingCards","ActionNyuMedia,NyuMediaEdelweissSingle-player,SteamTradingCards"
Blade Kitten,KromeStudios,"KromeStudios,KromeStudios","Anime,FemaleProtagonist,Platformer,Action,Adventure,Singleplayer,Indie,HackandSlash,Sci-fi,Cute,Fantasy","Single-player,SteamAchievements,SteamTradingCards,PartialControllerSupport,SteamCloud","Action,Adventure",bladekitten,"Action,AdventureKromeStudios,KromeStudiosKromeStudios","Action,AdventureAnime,FemaleProtagonist,Platformer,Action,Adventure,Singleplayer,Indie,HackandSlash,Sci-fi,Cute,FantasyKromeStudios","Action,AdventureAnime,FemaleProtagonist,Platformer,Action,Adventure,Singleplayer,Indie,HackandSlash,Sci-fi,Cute,FantasySingle-player,SteamAchievements,SteamTradingCards,PartialControllerSupport,SteamCloud","Action,AdventureKromeStudios,KromeStudiosKromeStudiosSingle-player,SteamAchievements,SteamTradingCards,PartialControllerSupport,SteamCloud"
Space Pirates and Zombies,MinMaxGamesLtd.,"MinMaxGamesLtd.,MinMaxGamesLtd.","Space,Action,Indie,Sci-fi,Strategy,Top-Down,RPG,Zombies,Singleplayer,ProceduralGeneration,OpenWorld,2D,Pirates,Exploration,Shooter,Sandbox,Addictive,Adventure","Single-player,SteamAchievements,SteamTradingCards,SteamCloud,Stats","Action,Indie,RPG,Strategy",spacepiratesandzombies,"Action,Indie,RPG,StrategyMinMaxGamesLtd.,MinMaxGamesLtd.MinMaxGamesLtd.","Action,Indie,RPG,StrategySpace,Action,Indie,Sci-fi,Strategy,Top-Down,RPG,Zombies,Singleplayer,ProceduralGeneration,OpenWorld,2D,Pirates,Exploration,Shooter,Sandbox,Addictive,AdventureMinMaxGamesLtd.","Action,Indie,RPG,StrategySpace,Action,Indie,Sci-fi,Strategy,Top-Down,RPG,Zombies,Singleplayer,ProceduralGeneration,OpenWorld,2D,Pirates,Exploration,Shooter,Sandbox,Addictive,AdventureSingle-player,SteamAchievements,SteamTradingCards,SteamCloud,Stats","Action,Indie,RPG,StrategyMinMaxGamesLtd.,MinMaxGamesLtd.MinMaxGamesLtd.Single-player,SteamAchievements,SteamTradingCards,SteamCloud,Stats"
Dungeon Nightmares II : The Memory,KMonkey,"KMonkey,KMonkey","Horror,Adventure,Indie,Action,PsychologicalHorror,SurvivalHorror,First-Person","Single-player,PartialControllerSupport,Stats","Action,Adventure,Indie",dungeonnightmaresiithememory,"Action,Adventure,IndieKMonkey,KMonkeyKMonkey","Action,Adventure,IndieHorror,Adventure,Indie,Action,PsychologicalHorror,SurvivalHorror,First-PersonKMonkey","Action,Adventure,IndieHorror,Adventure,Indie,Action,PsychologicalHorror,SurvivalHorror,First-PersonSingle-player,PartialControllerSupport,Stats","Action,Adventure,IndieKMonkey,KMonkeyKMonkeySingle-player,PartialControllerSupport,Stats"
DmC: Devil May Cry,NinjaTheory,"Capcom,Capcom","Action,HackandSlash,GreatSoundtrack,Spectaclefighter,Demons,Adventure,ThirdPerson,Singleplayer,CharacterActionGame,Controller,Gore,Stylized,Atmospheric,Beat'emup,Fast-Paced,Masterpiece,Comedy,Fantasy,StoryRich,Platformer","Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud,SteamLeaderboards","Action,Adventure",dmcdevilmaycry,"Action,AdventureCapcom,CapcomNinjaTheory","Action,AdventureAction,HackandSlash,GreatSoundtrack,Spectaclefighter,Demons,Adventure,ThirdPerson,Singleplayer,CharacterActionGame,Controller,Gore,Stylized,Atmospheric,Beat'emup,Fast-Paced,Masterpiece,Comedy,Fantasy,StoryRich,PlatformerNinjaTheory","Action,AdventureAction,HackandSlash,GreatSoundtrack,Spectaclefighter,Demons,Adventure,ThirdPerson,Singleplayer,CharacterActionGame,Controller,Gore,Stylized,Atmospheric,Beat'emup,Fast-Paced,Masterpiece,Comedy,Fantasy,StoryRich,PlatformerSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud,SteamLeaderboards","Action,AdventureCapcom,CapcomNinjaTheorySingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud,SteamLeaderboards"
Kohan II: Kings of War,TimeGateStudios,"TimeGateStudios,TimeGateStudios","Strategy,RTS,Fantasy,Classic","Single-player,Multi-player,Co-op",Strategy,kohaniikingsofwar,"StrategyTimeGateStudios,TimeGateStudiosTimeGateStudios","StrategyStrategy,RTS,Fantasy,ClassicTimeGateStudios","StrategyStrategy,RTS,Fantasy,ClassicSingle-player,Multi-player,Co-op","StrategyTimeGateStudios,TimeGateStudiosTimeGateStudiosSingle-player,Multi-player,Co-op"
GunZ 2: The Second Duel,"Masangsoft,Inc.","Masangsoft,Inc.,Masangsoft,Inc.","FreetoPlay,Action,Multiplayer,Third-PersonShooter,HackandSlash,Shooter,Co-op,Fast-Paced,PvP,Parkour,ThirdPerson,Fighting,FPS,MassivelyMultiplayer,Indie,RPG,Adventure,Singleplayer,Strategy,First-Person","Multi-player,Co-op,SteamAchievements,SteamTradingCards,Captionsavailable","Action,FreetoPlay,Indie",gunz2thesecondduel,"Action,FreetoPlay,IndieMasangsoft,Inc.,Masangsoft,Inc.Masangsoft,Inc.","Action,FreetoPlay,IndieFreetoPlay,Action,Multiplayer,Third-PersonShooter,HackandSlash,Shooter,Co-op,Fast-Paced,PvP,Parkour,ThirdPerson,Fighting,FPS,MassivelyMultiplayer,Indie,RPG,Adventure,Singleplayer,Strategy,First-PersonMasangsoft,Inc.","Action,FreetoPlay,IndieFreetoPlay,Action,Multiplayer,Third-PersonShooter,HackandSlash,Shooter,Co-op,Fast-Paced,PvP,Parkour,ThirdPerson,Fighting,FPS,MassivelyMultiplayer,Indie,RPG,Adventure,Singleplayer,Strategy,First-PersonMulti-player,Co-op,SteamAchievements,SteamTradingCards,Captionsavailable","Action,FreetoPlay,IndieMasangsoft,Inc.,Masangsoft,Inc.Masangsoft,Inc.Multi-player,Co-op,SteamAchievements,SteamTradingCards,Captionsavailable"
Gorky 17,,"TopwareInteractiveACE,TopwareInteractiveACE","RPG,Strategy,Turn-Based,Classic,Horror,Post-apocalyptic,Singleplayer,Turn-BasedStrategy,Isometric,Atmospheric,Tactical,Sci-fi,Masterpiece,TacticalRPG","Single-player,SteamTradingCards","RPG,Strategy",gorky17,"RPG,StrategyTopwareInteractiveACE,TopwareInteractiveACE","RPG,StrategyRPG,Strategy,Turn-Based,Classic,Horror,Post-apocalyptic,Singleplayer,Turn-BasedStrategy,Isometric,Atmospheric,Tactical,Sci-fi,Masterpiece,TacticalRPG","RPG,StrategyRPG,Strategy,Turn-Based,Classic,Horror,Post-apocalyptic,Singleplayer,Turn-BasedStrategy,Isometric,Atmospheric,Tactical,Sci-fi,Masterpiece,TacticalRPGSingle-player,SteamTradingCards","RPG,StrategyTopwareInteractiveACE,TopwareInteractiveACESingle-player,SteamTradingCards"
Bullet Heaven 2,MattRoszak,"MattRoszak,MattRoszak","BulletHell,Action,Indie,Shoot'EmUp,GreatSoundtrack,Difficult,Anime,2D,LocalCo-Op","Single-player,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud,SteamLeaderboards","Action,Indie",bulletheaven2,"Action,IndieMattRoszak,MattRoszakMattRoszak","Action,IndieBulletHell,Action,Indie,Shoot'EmUp,GreatSoundtrack,Difficult,Anime,2D,LocalCo-OpMattRoszak","Action,IndieBulletHell,Action,Indie,Shoot'EmUp,GreatSoundtrack,Difficult,Anime,2D,LocalCo-OpSingle-player,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud,SteamLeaderboards","Action,IndieMattRoszak,MattRoszakMattRoszakSingle-player,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud,SteamLeaderboards"
Toribash,NabiStudios,"Nicalis,Inc.,Nicalis,Inc.","FreetoPlay,Fighting,Multiplayer,Physics,Gore,Action,Turn-Based,Strategy,MartialArts,Funny,Indie,Blood,Simulation,Moddable,Difficult,Sandbox,Parkour,Singleplayer,Masterpiece,Turn-BasedStrategy","Single-player,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards,In-AppPurchases,SteamCloud,Includesleveleditor","Action,FreetoPlay,Indie,Strategy",toribash,"Action,FreetoPlay,Indie,StrategyNicalis,Inc.,Nicalis,Inc.NabiStudios","Action,FreetoPlay,Indie,StrategyFreetoPlay,Fighting,Multiplayer,Physics,Gore,Action,Turn-Based,Strategy,MartialArts,Funny,Indie,Blood,Simulation,Moddable,Difficult,Sandbox,Parkour,Singleplayer,Masterpiece,Turn-BasedStrategyNabiStudios","Action,FreetoPlay,Indie,StrategyFreetoPlay,Fighting,Multiplayer,Physics,Gore,Action,Turn-Based,Strategy,MartialArts,Funny,Indie,Blood,Simulation,Moddable,Difficult,Sandbox,Parkour,Singleplayer,Masterpiece,Turn-BasedStrategySingle-player,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards,In-AppPurchases,SteamCloud,Includesleveleditor","Action,FreetoPlay,Indie,StrategyNicalis,Inc.,Nicalis,Inc.NabiStudiosSingle-player,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards,In-AppPurchases,SteamCloud,Includesleveleditor"
Betrayer,BlackpowderGames,"BlackpowderGames,BlackpowderGames","Horror,Adventure,First-Person,Atmospheric,OpenWorld,Indie,Action,Singleplayer,Stealth,Exploration,WalkingSimulator,Survival,FPS,Dark,SurvivalHorror,Historical,Medieval,RPG,StoryRich,Shooter","Single-player,SteamAchievements,SteamTradingCards,PartialControllerSupport","Action,Adventure,Indie",betrayer,"Action,Adventure,IndieBlackpowderGames,BlackpowderGamesBlackpowderGames","Action,Adventure,IndieHorror,Adventure,First-Person,Atmospheric,OpenWorld,Indie,Action,Singleplayer,Stealth,Exploration,WalkingSimulator,Survival,FPS,Dark,SurvivalHorror,Historical,Medieval,RPG,StoryRich,ShooterBlackpowderGames","Action,Adventure,IndieHorror,Adventure,First-Person,Atmospheric,OpenWorld,Indie,Action,Singleplayer,Stealth,Exploration,WalkingSimulator,Survival,FPS,Dark,SurvivalHorror,Historical,Medieval,RPG,StoryRich,ShooterSingle-player,SteamAchievements,SteamTradingCards,PartialControllerSupport","Action,Adventure,IndieBlackpowderGames,BlackpowderGamesBlackpowderGamesSingle-player,SteamAchievements,SteamTradingCards,PartialControllerSupport"
ZOMBI,StraightRight,"Ubisoft,Ubisoft","Zombies,Survival,Action,SurvivalHorror,First-Person,Horror,OpenWorld,Multiplayer,Adventure,Gore,Singleplayer,FPS,PermaDeath,Atmospheric,Violent,Shooter,Crafting,Post-apocalyptic,Co-op,Rogue-like","Single-player,SteamAchievements,SteamTradingCards,PartialControllerSupport","Action,Adventure",zombi,"Action,AdventureUbisoft,UbisoftStraightRight","Action,AdventureZombies,Survival,Action,SurvivalHorror,First-Person,Horror,OpenWorld,Multiplayer,Adventure,Gore,Singleplayer,FPS,PermaDeath,Atmospheric,Violent,Shooter,Crafting,Post-apocalyptic,Co-op,Rogue-likeStraightRight","Action,AdventureZombies,Survival,Action,SurvivalHorror,First-Person,Horror,OpenWorld,Multiplayer,Adventure,Gore,Singleplayer,FPS,PermaDeath,Atmospheric,Violent,Shooter,Crafting,Post-apocalyptic,Co-op,Rogue-likeSingle-player,SteamAchievements,SteamTradingCards,PartialControllerSupport","Action,AdventureUbisoft,UbisoftStraightRightSingle-player,SteamAchievements,SteamTradingCards,PartialControllerSupport"
Call of Juarez™,Techland,"TechlandPublishing,TechlandPublishing","Western,Action,FPS,Shooter,Singleplayer,Adventure,First-Person,Atmospheric,Multiplayer,Stealth,StoryRich,Masterpiece,Classic,OpenWorld,GreatSoundtrack","Single-player,Multi-player,SteamTradingCards",Action,callofjuarez,"ActionTechlandPublishing,TechlandPublishingTechland","ActionWestern,Action,FPS,Shooter,Singleplayer,Adventure,First-Person,Atmospheric,Multiplayer,Stealth,StoryRich,Masterpiece,Classic,OpenWorld,GreatSoundtrackTechland","ActionWestern,Action,FPS,Shooter,Singleplayer,Adventure,First-Person,Atmospheric,Multiplayer,Stealth,StoryRich,Masterpiece,Classic,OpenWorld,GreatSoundtrackSingle-player,Multi-player,SteamTradingCards","ActionTechlandPublishing,TechlandPublishingTechlandSingle-player,Multi-player,SteamTradingCards"
Shantae: Risky's Revenge - Director's Cut,WayForward,"WayForward,WayForward","Platformer,FemaleProtagonist,Metroidvania,PixelGraphics,Action,GreatSoundtrack,2D,Indie,Adventure,Anime,Singleplayer,Cute,Funny,Retro,SideScroller,Fantasy","Single-player,SteamAchievements,SteamTradingCards,PartialControllerSupport,SteamCloud","Action,Adventure,Indie",shantaeriskysrevengedirectorscut,"Action,Adventure,IndieWayForward,WayForwardWayForward","Action,Adventure,IndiePlatformer,FemaleProtagonist,Metroidvania,PixelGraphics,Action,GreatSoundtrack,2D,Indie,Adventure,Anime,Singleplayer,Cute,Funny,Retro,SideScroller,FantasyWayForward","Action,Adventure,IndiePlatformer,FemaleProtagonist,Metroidvania,PixelGraphics,Action,GreatSoundtrack,2D,Indie,Adventure,Anime,Singleplayer,Cute,Funny,Retro,SideScroller,FantasySingle-player,SteamAchievements,SteamTradingCards,PartialControllerSupport,SteamCloud","Action,Adventure,IndieWayForward,WayForwardWayForwardSingle-player,SteamAchievements,SteamTradingCards,PartialControllerSupport,SteamCloud"
Ricochet,Valve,"Valve,Valve","Action,FPS,Multiplayer,Masterpiece,Classic,First-Person,Sci-fi,Shooter,Cyberpunk,Space,Platformer,Memes,Conspiracy,Retro,3D,OldSchool,PsychologicalHorror,Competitive,CultClassic,Sports","Multi-player,OnlineMulti-Player,ValveAnti-Cheatenabled",Action,ricochet,"ActionValve,ValveValve","ActionAction,FPS,Multiplayer,Masterpiece,Classic,First-Person,Sci-fi,Shooter,Cyberpunk,Space,Platformer,Memes,Conspiracy,Retro,3D,OldSchool,PsychologicalHorror,Competitive,CultClassic,SportsValve","ActionAction,FPS,Multiplayer,Masterpiece,Classic,First-Person,Sci-fi,Shooter,Cyberpunk,Space,Platformer,Memes,Conspiracy,Retro,3D,OldSchool,PsychologicalHorror,Competitive,CultClassic,SportsMulti-player,OnlineMulti-Player,ValveAnti-Cheatenabled","ActionValve,ValveValveMulti-player,OnlineMulti-Player,ValveAnti-Cheatenabled"
Heroes of Might & Magic V: Hammers of Fate,Nival,"Ubisoft,Ubisoft","Strategy,Turn-BasedStrategy,Turn-Based,Fantasy,Masterpiece,Tactical",Single-player,Strategy,heroesofmightmagicvhammersoffate,"StrategyUbisoft,UbisoftNival","StrategyStrategy,Turn-BasedStrategy,Turn-Based,Fantasy,Masterpiece,TacticalNival","StrategyStrategy,Turn-BasedStrategy,Turn-Based,Fantasy,Masterpiece,TacticalSingle-player","StrategyUbisoft,UbisoftNivalSingle-player"
Secret Files: Tunguska,AnimationArts,"DeepSilver,DeepSilver","Adventure,Point&Click,FemaleProtagonist,Mystery,Puzzle",Single-player,Adventure,secretfilestunguska,"AdventureDeepSilver,DeepSilverAnimationArts","AdventureAdventure,Point&Click,FemaleProtagonist,Mystery,PuzzleAnimationArts","AdventureAdventure,Point&Click,FemaleProtagonist,Mystery,PuzzleSingle-player","AdventureDeepSilver,DeepSilverAnimationArtsSingle-player"
Patrician IV - Steam Special Edition,GamingMindsStudios,"KalypsoMediaDigital,KalypsoMediaDigital","Strategy,Trading,ResourceManagement,Simulation,Economy,Singleplayer,Capitalism,Historical,Management",Single-player,Strategy,patricianivsteamspecialedition,"StrategyKalypsoMediaDigital,KalypsoMediaDigitalGamingMindsStudios","StrategyStrategy,Trading,ResourceManagement,Simulation,Economy,Singleplayer,Capitalism,Historical,ManagementGamingMindsStudios","StrategyStrategy,Trading,ResourceManagement,Simulation,Economy,Singleplayer,Capitalism,Historical,ManagementSingle-player","StrategyKalypsoMediaDigital,KalypsoMediaDigitalGamingMindsStudiosSingle-player"
Trials 2: Second Edition,Redlynx,"RedLynxLtd.,RedLynxLtd.","Racing,Indie,Sports,Difficult","Single-player,Multi-player,SteamAchievements","Indie,Racing,Sports",trials2secondedition,"Indie,Racing,SportsRedLynxLtd.,RedLynxLtd.Redlynx","Indie,Racing,SportsRacing,Indie,Sports,DifficultRedlynx","Indie,Racing,SportsRacing,Indie,Sports,DifficultSingle-player,Multi-player,SteamAchievements","Indie,Racing,SportsRedLynxLtd.,RedLynxLtd.RedlynxSingle-player,Multi-player,SteamAchievements"
Toy Soldiers,SignalStudios,"MicrosoftStudios,MicrosoftStudios","TowerDefense,Strategy,WorldWarI,Action,Casual,Simulation,Historical,Singleplayer","Single-player,SteamAchievements,PartialControllerSupport,SteamCloud,SteamLeaderboards","Action,Casual,Simulation,Strategy",toysoldiers,"Action,Casual,Simulation,StrategyMicrosoftStudios,MicrosoftStudiosSignalStudios","Action,Casual,Simulation,StrategyTowerDefense,Strategy,WorldWarI,Action,Casual,Simulation,Historical,SingleplayerSignalStudios","Action,Casual,Simulation,StrategyTowerDefense,Strategy,WorldWarI,Action,Casual,Simulation,Historical,SingleplayerSingle-player,SteamAchievements,PartialControllerSupport,SteamCloud,SteamLeaderboards","Action,Casual,Simulation,StrategyMicrosoftStudios,MicrosoftStudiosSignalStudiosSingle-player,SteamAchievements,PartialControllerSupport,SteamCloud,SteamLeaderboards"
Worms Crazy Golf,Team17DigitalLtd,"Team17DigitalLtd,Team17DigitalLtd","Sports,Strategy,Golf,Casual,2D,LocalMultiplayer,Multiplayer,Puzzle,Funny","Single-player,SteamAchievements,PartialControllerSupport","Sports,Strategy",wormscrazygolf,"Sports,StrategyTeam17DigitalLtd,Team17DigitalLtdTeam17DigitalLtd","Sports,StrategySports,Strategy,Golf,Casual,2D,LocalMultiplayer,Multiplayer,Puzzle,FunnyTeam17DigitalLtd","Sports,StrategySports,Strategy,Golf,Casual,2D,LocalMultiplayer,Multiplayer,Puzzle,FunnySingle-player,SteamAchievements,PartialControllerSupport","Sports,StrategyTeam17DigitalLtd,Team17DigitalLtdTeam17DigitalLtdSingle-player,SteamAchievements,PartialControllerSupport"
Avadon: The Black Fortress,SpiderwebSoftware,"SpiderwebSoftware,SpiderwebSoftware","RPG,Indie,Fantasy,Isometric,Turn-Based,OldSchool,Turn-BasedCombat,Party-BasedRPG,Grid-BasedMovement,StoryRich,CRPG,2D,Singleplayer,Exploration,FemaleProtagonist,Retro,Strategy,Adventure","Single-player,SteamAchievements,Stats","RPG,Indie",avadontheblackfortress,"RPG,IndieSpiderwebSoftware,SpiderwebSoftwareSpiderwebSoftware","RPG,IndieRPG,Indie,Fantasy,Isometric,Turn-Based,OldSchool,Turn-BasedCombat,Party-BasedRPG,Grid-BasedMovement,StoryRich,CRPG,2D,Singleplayer,Exploration,FemaleProtagonist,Retro,Strategy,AdventureSpiderwebSoftware","RPG,IndieRPG,Indie,Fantasy,Isometric,Turn-Based,OldSchool,Turn-BasedCombat,Party-BasedRPG,Grid-BasedMovement,StoryRich,CRPG,2D,Singleplayer,Exploration,FemaleProtagonist,Retro,Strategy,AdventureSingle-player,SteamAchievements,Stats","RPG,IndieSpiderwebSoftware,SpiderwebSoftwareSpiderwebSoftwareSingle-player,SteamAchievements,Stats"
Thunder Wolves,MostWantedEntertainment,"HandyGames,HandyGames","Action,Indie,Casual,Arcade,Flight,Shooter,Singleplayer","Single-player,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamLeaderboards","Action,Casual,Indie",thunderwolves,"Action,Casual,IndieHandyGames,HandyGamesMostWantedEntertainment","Action,Casual,IndieAction,Indie,Casual,Arcade,Flight,Shooter,SingleplayerMostWantedEntertainment","Action,Casual,IndieAction,Indie,Casual,Arcade,Flight,Shooter,SingleplayerSingle-player,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamLeaderboards","Action,Casual,IndieHandyGames,HandyGamesMostWantedEntertainmentSingle-player,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamLeaderboards"
DeadCore,5BitsGames,"BANDAINAMCOEntertainment,BANDAINAMCOEntertainment","Platformer,Action,FPS,Indie,Difficult,Parkour,Sci-fi,3DPlatformer,Puzzle,First-Person,GreatSoundtrack,Fast-Paced,Singleplayer,Shooter,Atmospheric,Puzzle-Platformer,Cyberpunk","Single-player,SteamAchievements,SteamCloud,SteamLeaderboards","Action,Indie",deadcore,"Action,IndieBANDAINAMCOEntertainment,BANDAINAMCOEntertainment5BitsGames","Action,IndiePlatformer,Action,FPS,Indie,Difficult,Parkour,Sci-fi,3DPlatformer,Puzzle,First-Person,GreatSoundtrack,Fast-Paced,Singleplayer,Shooter,Atmospheric,Puzzle-Platformer,Cyberpunk5BitsGames","Action,IndiePlatformer,Action,FPS,Indie,Difficult,Parkour,Sci-fi,3DPlatformer,Puzzle,First-Person,GreatSoundtrack,Fast-Paced,Singleplayer,Shooter,Atmospheric,Puzzle-Platformer,CyberpunkSingle-player,SteamAchievements,SteamCloud,SteamLeaderboards","Action,IndieBANDAINAMCOEntertainment,BANDAINAMCOEntertainment5BitsGamesSingle-player,SteamAchievements,SteamCloud,SteamLeaderboards"
Carmageddon 2: Carpocalypse Now,StainlessGamesLtd,"THQNordic,THQNordic","Racing,Action,Classic,Gore,Indie,1990's,Driving,Violent,GreatSoundtrack","Single-player,SteamTradingCards","Action,Indie,Racing",carmageddon2carpocalypsenow,"Action,Indie,RacingTHQNordic,THQNordicStainlessGamesLtd","Action,Indie,RacingRacing,Action,Classic,Gore,Indie,1990's,Driving,Violent,GreatSoundtrackStainlessGamesLtd","Action,Indie,RacingRacing,Action,Classic,Gore,Indie,1990's,Driving,Violent,GreatSoundtrackSingle-player,SteamTradingCards","Action,Indie,RacingTHQNordic,THQNordicStainlessGamesLtdSingle-player,SteamTradingCards"
Volgarr the Viking,CrazyVikingStudios,"AdultSwimGames,AdultSwimGames","Platformer,Difficult,Action,Indie,Retro,2D,Adventure,Singleplayer,Arcade,OldSchool,SideScroller,PixelGraphics,Fantasy","Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamLeaderboards","Action,Adventure,Indie",volgarrtheviking,"Action,Adventure,IndieAdultSwimGames,AdultSwimGamesCrazyVikingStudios","Action,Adventure,IndiePlatformer,Difficult,Action,Indie,Retro,2D,Adventure,Singleplayer,Arcade,OldSchool,SideScroller,PixelGraphics,FantasyCrazyVikingStudios","Action,Adventure,IndiePlatformer,Difficult,Action,Indie,Retro,2D,Adventure,Singleplayer,Arcade,OldSchool,SideScroller,PixelGraphics,FantasySingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamLeaderboards","Action,Adventure,IndieAdultSwimGames,AdultSwimGamesCrazyVikingStudiosSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamLeaderboards"
Euro Truck Simulator,SCSSoftware,"SCSSoftware,SCSSoftware","Simulation,Driving,OpenWorld,Multiplayer,Singleplayer,Realistic,Relaxing,First-Person,Indie,TrackIR,Moddable,Adventure,ThirdPerson,Exploration,Sandbox,Atmospheric,Management,Action,OnlineCo-Op,Survival","Single-player,PartialControllerSupport","Indie,Simulation",eurotrucksimulator,"Indie,SimulationSCSSoftware,SCSSoftwareSCSSoftware","Indie,SimulationSimulation,Driving,OpenWorld,Multiplayer,Singleplayer,Realistic,Relaxing,First-Person,Indie,TrackIR,Moddable,Adventure,ThirdPerson,Exploration,Sandbox,Atmospheric,Management,Action,OnlineCo-Op,SurvivalSCSSoftware","Indie,SimulationSimulation,Driving,OpenWorld,Multiplayer,Singleplayer,Realistic,Relaxing,First-Person,Indie,TrackIR,Moddable,Adventure,ThirdPerson,Exploration,Sandbox,Atmospheric,Management,Action,OnlineCo-Op,SurvivalSingle-player,PartialControllerSupport","Indie,SimulationSCSSoftware,SCSSoftwareSCSSoftwareSingle-player,PartialControllerSupport"
The Incredible Adventures of Van Helsing: Final Cut,NeocoreGames,"NeocoreGames,NeocoreGames","RPG,Adventure,HackandSlash,Action,ActionRPG,Indie,Co-op,Steampunk,Isometric,Loot,Multiplayer,Singleplayer,Fantasy,GreatSoundtrack","Single-player,Multi-player,Co-op,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud,Stats,SteamLeaderboards","Action,Adventure,Indie,RPG",theincredibleadventuresofvanhelsingfinalcut,"Action,Adventure,Indie,RPGNeocoreGames,NeocoreGamesNeocoreGames","Action,Adventure,Indie,RPGRPG,Adventure,HackandSlash,Action,ActionRPG,Indie,Co-op,Steampunk,Isometric,Loot,Multiplayer,Singleplayer,Fantasy,GreatSoundtrackNeocoreGames","Action,Adventure,Indie,RPGRPG,Adventure,HackandSlash,Action,ActionRPG,Indie,Co-op,Steampunk,Isometric,Loot,Multiplayer,Singleplayer,Fantasy,GreatSoundtrackSingle-player,Multi-player,Co-op,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud,Stats,SteamLeaderboards","Action,Adventure,Indie,RPGNeocoreGames,NeocoreGamesNeocoreGamesSingle-player,Multi-player,Co-op,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud,Stats,SteamLeaderboards"
Resonance,XIIGames,"WadjetEyeGames,WadjetEyeGames","Adventure,Point&Click,Indie,Sci-fi,Retro,Singleplayer,PixelGraphics,Mystery,Puzzle,StoryRich,FemaleProtagonist,2D,Kickstarter","Single-player,SteamAchievements,SteamTradingCards,SteamCloud","Adventure,Indie",resonance,"Adventure,IndieWadjetEyeGames,WadjetEyeGamesXIIGames","Adventure,IndieAdventure,Point&Click,Indie,Sci-fi,Retro,Singleplayer,PixelGraphics,Mystery,Puzzle,StoryRich,FemaleProtagonist,2D,KickstarterXIIGames","Adventure,IndieAdventure,Point&Click,Indie,Sci-fi,Retro,Singleplayer,PixelGraphics,Mystery,Puzzle,StoryRich,FemaleProtagonist,2D,KickstarterSingle-player,SteamAchievements,SteamTradingCards,SteamCloud","Adventure,IndieWadjetEyeGames,WadjetEyeGamesXIIGamesSingle-player,SteamAchievements,SteamTradingCards,SteamCloud"
